Subject,Channel,Alpha Power,Beta Power,Theta Power,Delta Power
sub-041,T6,8.429477029966214e-12,1.3049671069268591e-12,8.570510287387948e-12,8.896485852577984e-11
sub-041,Fz,2.8453977009452823e-12,8.476036613705475e-13,8.43569750474444e-12,9.0336712858928e-11
sub-041,Cz,2.3535484947481388e-12,6.104777709470913e-13,8.368710111645037e-12,9.006890983449085e-11
sub-041,Pz,4.63282113806828e-12,8.270266579582384e-13,8.368165649188197e-12,9.02637480220853e-11
sub-042,Fp1,5.786638032619934e-12,1.1495952478841547e-12,1.0270150644499348e-11,1.0341710236507624e-10
sub-042,Fp2,5.564894099809852e-12,1.213207125775974e-12,1.0481458373311454e-11,1.0599397669078429e-10
sub-042,F3,4.30475955169338e-12,9.416297397591865e-13,9.075001516706456e-12,9.036154124870537e-11
sub-042,F4,4.334896559491483e-12,8.352927525443322e-13,9.087742425125674e-12,9.28816972718364e-11
sub-042,C3,3.2813562425389617e-12,6.787479476050163e-13,8.120509586360147e-12,8.500047452602905e-11
sub-042,C4,3.073007843772997e-12,6.888547602576059e-13,8.085464713389282e-12,8.524381215266383e-11
sub-042,P3,7.93482398863125e-12,1.0968692392285497e-12,9.067734237284033e-12,8.950379174541311e-11
sub-042,P4,5.6716015786571815e-12,1.0299862312748721e-12,8.691392364869152e-12,8.907884855771638e-11
sub-042,O1,1.2630764804726576e-11,1.4737689992745603e-12,1.0289277866642382e-11,9.604430708808335e-11
sub-042,O2,1.6939500222816715e-11,1.5576722183666527e-12,1.0562072482733165e-11,9.300872798010435e-11
sub-042,F7,5.6689017319340685e-12,1.1710761138782833e-12,9.782998384886802e-12,9.577905305518545e-11
sub-042,F8,5.2634548259065606e-12,1.2594358405378181e-12,1.0396670773532886e-11,9.988961915684185e-11
sub-042,T3,7.56444661263663e-12,1.3115923984734562e-12,9.375488110531028e-12,9.285361968487658e-11
sub-042,T4,5.907431305887074e-12,1.399501508801481e-12,1.0157519141737338e-11,9.759521125563588e-11
sub-042,T5,2.068264492615323e-11,1.7521883130760855e-12,9.831520522181281e-12,9.097866565164934e-11
sub-042,T6,1.0889656270639259e-11,1.3011088881816579e-12,9.531715126632081e-12,9.061896306504225e-11
sub-042,Fz,4.875669308258593e-12,7.011298398411967e-13,8.683495788396139e-12,8.868405336999925e-11
sub-042,Cz,3.2252611228980922e-12,6.021331824552951e-13,8.296000252740165e-12,8.779676987888036e-11
sub-042,Pz,4.2134879594558535e-12,9.238909147714221e-13,8.90936798780309e-12,8.865725921024715e-11
sub-043,Fp1,1.4924999789452907e-11,3.020539059711285e-12,5.560381339163613e-11,3.119014954712364e-10
sub-043,Fp2,1.4026133675960466e-11,2.6115754476843255e-12,5.328843919029072e-11,3.0507332742406363e-10
sub-043,F3,1.5174920199925203e-11,2.9758353673772113e-12,5.626367514252289e-11,3.111916163161724e-10
sub-043,F4,1.531076076904399e-11,3.1856996074684952e-12,5.672559097749517e-11,3.093943615564692e-10
sub-043,C3,1.4446399400968194e-11,2.5851324061048042e-12,5.6008077312209884e-11,3.077610288631278e-10
sub-043,C4,1.381894482523622e-11,2.3122148640029794e-12,5.425481095041419e-11,3.070065322269007e-10
sub-043,P3,9.492374929088147e-12,9.1975321873496e-13,4.265452407638614e-11,2.8755765673890806e-10
sub-043,P4,1.4272181046765297e-11,2.1048195763426548e-12,5.440539104012473e-11,3.0482366006967736e-10
sub-043,O1,1.1734302779891102e-11,1.1243746683317977e-12,4.592787052270778e-11,2.903493793867618e-10
sub-043,O2,5.895286136750228e-11,2.7092954873796547e-11,1.2141070148057682e-10,5.486701082208457e-10
sub-043,F7,1.492182538641714e-11,2.6744094222799722e-12,5.497463620312058e-11,3.080341010704882e-10
sub-043,F8,1.2985722476781247e-11,1.7589947197697861e-12,5.09366142389709e-11,2.984515149705676e-10
sub-043,T3,1.6015084439741436e-11,3.873400982180889e-12,5.722919783475868e-11,3.1003641005564535e-10
sub-043,T4,1.3806843828150703e-11,2.0393063221899738e-12,5.2384474412824675e-11,3.026858658280127e-10
sub-043,T5,7.214563702065653e-12,7.967058582889091e-13,2.709328304170811e-11,2.4702950292699237e-10
sub-043,T6,1.5857073726904846e-11,1.833675498136643e-12,6.99818145389293e-11,4.679805143307474e-10
sub-043,Fz,1.1829528373852915e-11,1.5997413764457643e-12,4.868164278808137e-11,2.9515747756448584e-10
sub-043,Cz,1.1534481392731939e-11,1.535940119453662e-12,4.861183076554176e-11,2.937673277770165e-10
sub-043,Pz,9.560996880462298e-12,1.0149774029053213e-12,3.991200618925898e-11,2.7544893940064757e-10
sub-044,Fp1,7.059965269193313e-12,8.811685505188164e-13,1.1795975691803234e-11,1.1457956767247975e-10
sub-044,Fp2,9.691799733660481e-12,9.436723726279395e-13,1.1461049523822042e-11,1.0944128091404558e-10
sub-044,F3,4.6735858480457475e-12,7.030965764419025e-13,9.879444116560689e-12,9.533779119189063e-11
sub-044,F4,8.471950541555353e-12,8.090943792428459e-13,1.0031017710805237e-11,9.414799228772843e-11
sub-044,C3,2.795439488393008e-12,5.881670691400104e-13,9.032548416998391e-12,9.241504507557713e-11
sub-044,C4,2.842224917622465e-12,5.820316286787466e-13,8.929896419503772e-12,9.176066345150298e-11
sub-044,P3,1.1278016457633287e-11,9.619460254218567e-13,9.505525384583147e-12,9.428192432624848e-11
sub-044,P4,8.604191185192301e-12,8.712195649698519e-13,9.358772531434451e-12,9.359384305005047e-11
sub-044,O1,3.147261964714113e-11,1.3134994067241858e-12,1.0229443052362392e-11,9.73896355981975e-11
sub-044,O2,2.7758402062331395e-11,1.259329973871511e-12,1.013248717067358e-11,9.736390952683296e-11
sub-044,F7,4.693657756896766e-12,8.418180224999783e-13,1.042556621550058e-11,9.900718817973316e-11
sub-044,F8,6.516177540043253e-12,8.595615664441528e-13,1.044556816225128e-11,1.0029848365743501e-10
sub-044,T3,6.698291534473538e-12,9.631517849027012e-13,9.993061808635333e-12,9.637299507516351e-11
sub-044,T4,5.037421470554603e-12,7.964733662267794e-13,9.824628898628413e-12,9.632177531594085e-11
sub-044,T5,2.2137756500134857e-11,1.2472028353411392e-12,1.0050094175899333e-11,9.623063049142179e-11
sub-044,T6,1.3755671939361031e-11,1.0625663514243924e-12,9.84401903087789e-12,9.556589496449227e-11
sub-044,Fz,6.6619378638421334e-12,7.601524713173596e-13,9.85346649834161e-12,9.428616316133676e-11
sub-044,Cz,3.4366289574143687e-12,5.907481026208935e-13,9.219428024346435e-12,9.317348137917472e-11
sub-044,Pz,1.1675990992044642e-11,9.453331590557784e-13,9.493655100917305e-12,9.472300405037174e-11
sub-045,Fp1,6.6602856627454376e-12,2.2031173991096246e-12,3.195451301703986e-11,2.659287779335369e-10
sub-045,Fp2,8.643217519638733e-12,4.112910154857775e-12,3.053211608458567e-11,2.532964051507237e-10
sub-045,F3,6.2721965305836794e-12,2.0752691068770586e-12,3.0651316306349076e-11,2.5973193183944357e-10
sub-045,F4,9.043665509357065e-12,5.524200383633195e-12,4.781609518990306e-11,3.4163010746687757e-10
sub-045,C3,5.82845700689248e-12,1.939236778444522e-12,3.055689624261463e-11,2.5453456333736383e-10
sub-045,C4,7.240962890012793e-12,2.322649478711902e-12,3.3169050993721727e-11,2.63625599925508e-10
sub-045,P3,6.669581278382703e-12,2.083216098289374e-12,2.962910599998076e-11,2.5203310683084707e-10
sub-045,P4,6.57272732105691e-12,2.0045494652090663e-12,2.928247193714847e-11,2.502603577133531e-10
sub-045,O1,7.997926918445223e-12,2.256110229977123e-12,3.076984721996256e-11,2.5573179428203896e-10
sub-045,O2,9.453715821735812e-12,2.3723616524238653e-12,3.538983268086234e-11,2.5907043331336947e-10
sub-045,F7,6.800759004950736e-12,2.1975063770963894e-12,3.0628740779107736e-11,2.5651826645149087e-10
sub-045,F8,6.886902322464968e-12,2.195035386748559e-12,2.8276630267372134e-11,2.668334242968608e-10
sub-045,T3,9.141701924602486e-12,2.4748495886402203e-12,3.2883682918831824e-11,2.696367259839616e-10
sub-045,T4,2.6554468701995306e-10,5.884154417838804e-11,6.918297542592651e-10,2.1430930197276314e-09
sub-045,T5,8.47765999525817e-12,2.3987397324024326e-12,3.0966773251612143e-11,2.550879938236173e-10
sub-045,T6,7.392280247345767e-12,2.114286967886415e-12,3.02741502909776e-11,2.529446188395932e-10
sub-045,Fz,6.165104957477824e-12,2.0335220161454596e-12,3.0373740448014605e-11,2.551609455768337e-10
sub-045,Cz,5.4323288673498745e-12,1.927211489291944e-12,2.9275309958175016e-11,2.5229169110980455e-10
sub-045,Pz,5.9294925388587094e-12,1.9439769724543923e-12,2.967127375071642e-11,2.530314928268385e-10
sub-046,Fp1,7.43764641663091e-12,1.5659152123554226e-12,1.3175419239437162e-11,9.945312840784312e-11
sub-046,Fp2,7.893868849760696e-12,1.6709121423336986e-12,1.4001276371297634e-11,1.1400842822556269e-10
sub-046,F3,5.572861658340142e-12,1.4433778256228232e-12,1.1935741092010674e-11,9.14087013512201e-11
sub-046,F4,6.425293513923089e-12,1.6008205441672566e-12,1.2760324403185273e-11,9.433643533652622e-11
sub-046,C3,5.012973278483825e-12,1.0480954965163274e-12,1.1095149284615695e-11,9.086386151848374e-11
sub-046,C4,4.884607926241211e-12,1.0671240263570258e-12,1.1407378030192769e-11,9.16518254075116e-11
sub-046,P3,1.1616818593029728e-11,1.5421321760888597e-12,1.456987068313331e-11,9.240232957445922e-11
sub-046,P4,1.2173350872419382e-11,1.5877299476294752e-12,1.4000450432036458e-11,9.647911946054198e-11
sub-046,O1,2.0162868906896954e-11,2.0553951956461045e-12,1.56638946251462e-11,9.242462308098927e-11
sub-046,O2,2.3779833442041637e-11,2.302083113611404e-12,1.7497271807266407e-11,1.0229337618920795e-10
sub-046,F7,7.574868524916365e-12,1.8906719144761478e-12,1.3266572051981282e-11,9.725792151263767e-11
sub-046,F8,8.05829349282252e-12,1.594909413357365e-12,1.3413327710595908e-11,9.833637405606087e-11
sub-046,T3,7.593786124634716e-12,1.6664756081841154e-12,1.2514125185105796e-11,9.316911947099398e-11
sub-046,T4,1.4398632420860735e-11,3.646430381616424e-12,2.7191324543645126e-11,1.704490123482036e-10
sub-046,T5,1.7336278792396157e-11,2.1594492226865746e-12,1.5486878706085804e-11,9.208375801245219e-11
sub-046,T6,1.592214750803758e-11,1.8614931731996897e-12,1.5909408926799784e-11,1.8351941199774412e-10
sub-046,Fz,5.702615771765027e-12,1.3905949505155408e-12,1.2820736242988508e-11,9.163681567288944e-11
sub-046,Cz,5.175525606081851e-12,1.877933553041856e-12,1.8128957399578285e-11,2.5023100513614943e-10
sub-046,Pz,9.43600076859471e-12,1.444242845748812e-12,1.3494441963906356e-11,9.140332516561944e-11
sub-047,Fp1,7.82754214849608e-12,9.740882707948159e-13,1.1943517116976206e-11,1.0931990875407455e-10
sub-047,Fp2,6.8908744078565895e-12,9.508817498867583e-13,1.1682636846268348e-11,1.0373697970585835e-10
sub-047,F3,5.0179351071193855e-12,7.775763844225405e-13,9.925454525277902e-12,9.327571547718875e-11
sub-047,F4,4.693852398846746e-12,8.411978051296856e-13,1.020340748904356e-11,9.37047850811278e-11
sub-047,C3,3.5194821757795437e-12,6.290384530474925e-13,9.508836763359626e-12,9.152970054442832e-11
sub-047,C4,3.4991278667094816e-12,6.510523223595596e-13,9.541002840514742e-12,9.142852798031915e-11
sub-047,P3,7.916235169222002e-12,9.601997261270474e-13,1.822207466053122e-11,4.76611905905493e-10
sub-047,P4,5.728783179255082e-12,7.456647118093947e-13,9.856126953355414e-12,9.122738208433884e-11
sub-047,O1,1.0733733475814425e-10,2.446699430842827e-11,2.4597022703151164e-10,8.017190131737403e-10
sub-047,O2,1.5030709136194184e-11,1.1144646647803224e-12,1.1016116300365779e-11,9.29726123191536e-11
sub-047,F7,7.232745193020525e-12,9.77027728500155e-13,1.0799376606325422e-11,9.366521371219613e-11
sub-047,F8,6.4635879727366815e-12,9.482883988679537e-13,1.0862410906169676e-11,9.358549783172697e-11
sub-047,T3,7.614962843985168e-12,1.1100328153150144e-12,1.0677525835569289e-11,9.255702715144408e-11
sub-047,T4,5.186129887374973e-12,8.785586235707802e-13,1.025601420108579e-11,9.237092848601745e-11
sub-047,T5,1.3311681042165716e-11,1.310915618937621e-12,1.1309186862470295e-11,9.260284141187282e-11
sub-047,T6,1.2033627548828093e-11,1.1140278948871567e-12,1.09440926768734e-11,9.252423667887146e-11
sub-047,Fz,4.685863933518413e-12,7.642113864438437e-13,1.0279298159413845e-11,9.67187557126835e-11
sub-047,Cz,5.5966267514622395e-12,6.672280690654779e-13,3.4650255247317875e-11,2.77141444047992e-10
sub-047,Pz,5.295679638323948e-12,7.105954448385453e-13,9.821165702336367e-12,9.159657455115414e-11
sub-048,Fp1,2.6771956961362155e-11,4.073180643601775e-12,1.486859133735618e-10,6.45302944274822e-10
sub-048,Fp2,1.6074811766077215e-11,3.3738340611816077e-12,6.075898919519212e-11,3.5582181912862055e-10
sub-048,F3,1.3848159809832827e-11,3.0294931963425386e-12,5.451075989462551e-11,3.482929537734124e-10
sub-048,F4,1.2573651195253821e-11,2.559621613743136e-12,5.120702803507027e-11,3.362930072753775e-10
sub-048,C3,1.2902689034028128e-11,2.3856738062350973e-12,5.751847245801929e-11,3.414387242444047e-10
sub-048,C4,1.2793021354798389e-11,2.3735530045234855e-12,5.831658522785103e-11,3.372495099325977e-10
sub-048,P3,1.6951764072825444e-11,2.7688854110741903e-12,6.465580151366175e-11,3.7043818166121827e-10
sub-048,P4,2.85227296610005e-11,4.434315013138368e-12,1.6378629256584276e-10,9.89132513466138e-10
sub-048,O1,2.842037526652169e-11,3.1979919126033347e-12,6.605714923091412e-11,3.666280282915461e-10
sub-048,O2,1.1432584894167536e-10,2.3865957022975678e-11,2.8850434945495966e-10,2.459232819727661e-09
sub-048,F7,1.4506153462533098e-11,3.3586707039872895e-12,5.340041473745594e-11,3.4548274320068065e-10
sub-048,F8,1.53364748967596e-11,3.074126063275408e-12,5.929789661305175e-11,3.486249704400866e-10
sub-048,T3,1.577609054848556e-11,3.3800695080234297e-12,6.074644455400964e-11,3.460904317752136e-10
sub-048,T4,1.4283278591547712e-11,2.8625444220057768e-12,5.977713305969174e-11,3.441203114753502e-10
sub-048,T5,2.6803431822259396e-11,3.035774582125647e-12,6.24046656395248e-11,3.6017362614483056e-10
sub-048,T6,2.248183183505794e-11,2.9077933686511117e-12,6.375480189335903e-11,4.3090577081797817e-10
sub-048,Fz,1.9415346651532488e-11,4.528149374330385e-12,6.695014626362955e-11,3.6030949049110005e-10
sub-048,Cz,1.3554243848331604e-11,2.4140625927154374e-12,6.136078576791378e-11,3.4669050711107493e-10
sub-048,Pz,2.974560190929877e-11,5.403548923514805e-12,2.1774733882892286e-10,8.587887734824224e-10
sub-049,Fp1,4.420476296817347e-12,9.199296750982632e-13,9.597791409814203e-12,9.387230174570757e-11
sub-049,Fp2,4.436318403061267e-12,1.0275568512972386e-12,9.445468574665298e-12,9.27694496084866e-11
sub-049,F3,3.7453793232245505e-12,6.596379243702189e-13,8.92253565138098e-12,8.876757819311531e-11
sub-049,F4,3.6142503695370158e-12,6.838828895400164e-13,8.872164257168355e-12,8.855492113299825e-11
sub-049,C3,2.6197960484903024e-12,6.005024623794565e-13,8.680511581330358e-12,8.759359579477768e-11
sub-049,C4,2.5044257390870656e-12,5.979220886615852e-13,8.608629135126752e-12,8.718161457840801e-11
sub-049,P3,8.64601716991339e-12,8.648883243426511e-13,9.148727714778473e-12,8.815215250329674e-11
sub-049,P4,9.452042784116333e-12,8.190869301178885e-13,9.130770945373753e-12,8.784260531710951e-11
sub-049,O1,2.4699701835555355e-11,1.6510652757127252e-12,1.0677975452702895e-11,9.090548974455688e-11
sub-049,O2,3.018076506798205e-11,1.787021017104836e-12,1.1368439980659772e-11,9.081634460040925e-11
sub-049,F7,2.027304355820851e-12,4.3557656658544245e-13,8.479498321740108e-12,8.933873543620236e-11
sub-049,F8,3.763379842531984e-12,8.017788179126656e-13,9.341102579736983e-12,9.101385523912238e-11
sub-049,T3,3.9171923633124646e-12,9.202066784883968e-13,9.220069445262189e-12,8.853108058671672e-11
sub-049,T4,3.6313735738283885e-12,1.0101143403235922e-12,9.129548651055968e-12,8.863377911915295e-11
sub-049,T5,1.717476492763462e-11,1.47737205801602e-12,1.0131012760511003e-11,8.957545630811065e-11
sub-049,T6,2.2165482543313212e-11,1.4593085853617288e-12,1.024672174032145e-11,8.919037412828373e-11
sub-049,Fz,4.076413610715373e-12,6.535980703071826e-13,9.039729645117454e-12,8.935513993217159e-11
sub-049,Cz,2.5590601453321026e-12,5.585562774750761e-13,8.694072500810052e-12,8.828394876251279e-11
sub-049,Pz,8.23393069676617e-12,7.642506516286325e-13,9.09994353531658e-12,8.823305295496637e-11
sub-050,Fp1,3.542279372230377e-12,8.115902549053855e-13,1.1179393444053883e-11,1.1704938363445995e-10
sub-050,Fp2,3.498034749448838e-12,8.127013778667977e-13,1.1546716454208357e-11,1.2368482604544428e-10
sub-050,F3,3.039325027152293e-12,7.97106546322082e-13,9.729392307835119e-12,9.748522243431875e-11
sub-050,F4,2.9833055685317194e-12,7.203546629752372e-13,9.5687812901725e-12,9.488541343107896e-11
sub-050,C3,2.3462378541620096e-12,6.229701866796691e-13,8.713573219378179e-12,9.163893866390246e-11
sub-050,C4,2.3718147742136777e-12,6.272064489175785e-13,8.689344796800898e-12,9.163946461721731e-11
sub-050,P3,5.42040204841826e-12,6.890612529565233e-13,1.0045678006771486e-11,9.286971256852634e-11
sub-050,P4,4.8565546540749144e-12,6.509365709473909e-13,9.857515640718698e-12,9.398838754048798e-11
sub-050,O1,9.524466590363415e-12,9.10515270392634e-13,1.388687575655153e-11,9.425341622923815e-11
sub-050,O2,1.1991462218326829e-11,9.479587141003883e-13,1.4782416626880205e-11,9.667429108421402e-11
sub-050,F7,3.9941533963204186e-12,1.4413415678692654e-12,1.1380910116444162e-11,1.1058013380910602e-10
sub-050,F8,3.4971643684260553e-12,9.927618492384253e-13,1.0085658137303618e-11,9.769567356272296e-11
sub-050,T3,4.150061020146162e-12,1.602686664031131e-12,1.0572913830223065e-11,9.404991202463711e-11
sub-050,T4,3.977261915661079e-12,1.5451349873530938e-12,1.070908298029066e-11,9.253152070702703e-11
sub-050,T5,7.752561508214216e-12,9.696581310034114e-13,1.440065912581353e-11,9.24280347914435e-11
sub-050,T6,8.210480384332434e-12,9.66269546638389e-13,1.470400350635096e-11,9.259549296958713e-11
sub-050,Fz,3.2041632356730224e-12,6.009208969860401e-13,1.0062845035800944e-11,9.433654469594756e-11
sub-050,Cz,2.619050941914281e-12,5.459531090365875e-13,9.10255802393173e-12,9.223889899474005e-11
sub-050,Pz,5.5487031423943875e-12,6.539010140511402e-13,9.591654009441943e-12,9.210416258431012e-11
sub-051,Fp1,4.298801771030343e-12,9.503516151197299e-13,1.2587626585641539e-11,1.217428883413242e-10
sub-051,Fp2,4.608447770886409e-12,9.215073250343814e-13,1.2923949082119022e-11,1.2349459962368242e-10
sub-051,F3,3.6016753594153193e-12,7.987930273742332e-13,1.0522316662903333e-11,9.995868459617723e-11
sub-051,F4,3.823548995996736e-12,7.116535366243199e-13,1.0027665494906633e-11,9.561092461932253e-11
sub-051,C3,2.4118980429679707e-12,5.611031971710077e-13,8.779236018087544e-12,8.970938756878895e-11
sub-051,C4,2.5120457455585227e-12,5.507753714380093e-13,8.870785189897362e-12,9.005420120394114e-11
sub-051,P3,4.027171165395845e-12,6.46859763400376e-13,9.077868998540763e-12,9.025810643994966e-11
sub-051,P4,3.6887215749323895e-12,6.219165478135047e-13,8.978797395137908e-12,9.025194745417317e-11
sub-051,O1,6.850887022694902e-12,1.1079290689395003e-12,1.0163026715807091e-11,9.34476635433334e-11
sub-051,O2,7.59402462974796e-12,1.4621793991675308e-12,1.0545058530730069e-11,9.508377865024635e-11
sub-051,F7,3.8251575458843e-12,9.690139185999186e-13,1.0452622842118121e-11,9.682722338669378e-11
sub-051,F8,3.9147991417273e-12,7.893202259396041e-13,1.018947591291304e-11,9.533425820704955e-11
sub-051,T3,3.650795106898917e-12,9.68506221822948e-13,9.552895030417284e-12,9.143707385076027e-11
sub-051,T4,3.6166256799425003e-12,9.064724600874358e-13,9.798074572282334e-12,9.421242354712718e-11
sub-051,T5,5.424886549424847e-12,8.405103034339787e-13,9.810053258859476e-12,9.184381949227733e-11
sub-051,T6,6.928410392294462e-12,1.0890380010441926e-12,1.030033405356778e-11,9.514006244046461e-11
sub-051,Fz,3.7476799256844564e-12,6.686934693782606e-13,9.859071616400976e-12,9.186704186584838e-11
sub-051,Cz,2.65931445813256e-12,5.696068475200447e-13,9.111571586036662e-12,9.016527632669877e-11
sub-051,Pz,3.900980260974009e-12,5.841805343081334e-13,8.98179203840543e-12,8.995176222084481e-11
sub-052,Fp1,5.296395827461617e-12,1.3623867943027935e-12,1.109027557859316e-11,1.1151455152529e-10
sub-052,Fp2,5.271607761764622e-12,1.6235073818397738e-12,1.11047928803126e-11,1.1438118879878072e-10
sub-052,F3,4.38560979594994e-12,1.0899316539467908e-12,9.732025886124017e-12,8.972482289519491e-11
sub-052,F4,4.33333124278673e-12,1.1228356724182041e-12,9.531117194957036e-12,9.114393699623422e-11
sub-052,C3,3.4417268535602374e-12,7.689311305838273e-13,9.080398141204852e-12,8.429653659634962e-11
sub-052,C4,3.3779497106787975e-12,7.499449830568079e-13,8.985001186985356e-12,8.37663608691284e-11
sub-052,P3,6.869316392810831e-12,1.0027189223496794e-12,9.939869907021121e-12,8.505226533026839e-11
sub-052,P4,5.373724361879196e-12,9.234422995087107e-13,9.593002563543056e-12,8.372928869245584e-11
sub-052,O1,1.819598512454404e-11,1.281397852487916e-12,1.1686550188704309e-11,8.78796616186475e-11
sub-052,O2,1.5010265219142177e-11,1.262033350226246e-12,1.1575551174907044e-11,8.683161732879461e-11
sub-052,F7,4.804205963181711e-12,1.3312025064210903e-12,1.0332257046289898e-11,9.16764275573596e-11
sub-052,F8,5.099460207851349e-12,1.2852618724341302e-12,1.0230486096701255e-11,9.340228107709724e-11
sub-052,T3,5.167678517718836e-12,1.3671077033899593e-12,1.0305625405417208e-11,8.681775692698182e-11
sub-052,T4,4.6302514236370915e-12,1.3763266056802268e-12,9.775903489918062e-12,8.599403281674774e-11
sub-052,T5,1.1326383391708459e-11,1.3073338896591103e-12,1.0945618987432045e-11,8.674205119299196e-11
sub-052,T6,7.963963738055142e-12,1.1736196539529168e-12,1.0491626282903591e-11,8.51998573635345e-11
sub-052,Fz,4.4815475808020575e-12,9.524720432541784e-13,9.574290950368547e-12,9.035593115661506e-11
sub-052,Cz,3.0823418629561677e-12,8.945202659960127e-13,9.270736810390028e-12,8.580093969331771e-11
sub-052,Pz,4.932870596830184e-12,8.488975026209771e-13,9.522004524021748e-12,8.462483879156354e-11
sub-053,Fp1,9.40757180925899e-12,2.370917003315249e-12,2.022601812688055e-11,3.3938429601077844e-10
sub-053,Fp2,8.909318955404721e-12,1.5540602832989606e-12,1.9914338665862508e-11,3.4001137371688816e-10
sub-053,F3,5.9902651994450544e-12,1.2081304346138835e-12,1.5971492931524748e-11,3.0305502029802333e-10
sub-053,F4,6.169162148771754e-12,1.2405925364385378e-12,1.538466930395075e-11,3.0263214859639075e-10
sub-053,C3,3.3465377156553635e-12,6.054750353161178e-13,1.4136167203948453e-11,2.958293650441897e-10
sub-053,C4,3.510286415934333e-12,6.312817088517257e-13,1.4182771525424214e-11,2.988214161167621e-10
sub-053,P3,1.0565424758483278e-11,9.104978401461491e-13,1.7230100796479308e-11,3.0650001622281556e-10
sub-053,P4,3.0366670390964337e-12,5.689570635658212e-13,1.393975250635258e-11,3.0733374757064666e-10
sub-053,O1,2.3481075033120873e-11,1.4520749589663045e-12,2.1983125214839716e-11,3.139541278070796e-10
sub-053,O2,2.0721973807552204e-11,1.593830773926605e-12,2.1885073901552823e-11,3.1579780653730496e-10
sub-053,F7,6.76513317594561e-10,1.332689040954482e-10,2.286979094816121e-09,1.3949424662326988e-08
sub-053,F8,9.32219911679602e-12,1.1633961207544457e-12,1.9713109591991455e-11,3.100750081198656e-10
sub-053,T3,1.0545517331128835e-11,1.937832126109538e-12,2.0372959598334568e-11,3.1205578056607084e-10
sub-053,T4,8.076096465696553e-12,1.1345817828288653e-12,1.8154467028802898e-11,3.0734839184510664e-10
sub-053,T5,1.8754447979636686e-11,1.4224397124317037e-12,2.171147064458102e-11,3.067485749726794e-10
sub-053,T6,1.2316164491846736e-11,1.4534584952441155e-12,1.9546530032551147e-11,3.0741388869720903e-10
sub-053,Fz,6.468637819372633e-12,8.26934997415272e-13,1.6604682744614925e-11,3.0556575126015466e-10
sub-053,Cz,4.376287468707475e-12,6.918309012818436e-13,1.589668487922364e-11,3.06755320248664e-10
sub-053,Pz,9.361954681136453e-12,8.38837082695725e-13,1.672575020826885e-11,3.101450394412462e-10
sub-054,Fp1,1.0100737549345561e-11,1.3651211270547138e-12,1.2779950557584014e-11,1.0944807394829849e-10
sub-054,Fp2,1.0731670385126686e-11,1.4402512659710124e-12,1.286894634410172e-11,9.86698685778773e-11
sub-054,F3,6.220146394969144e-12,1.1633775596945627e-12,1.099770685936974e-11,8.80743639817022e-11
sub-054,F4,7.856353452144312e-12,1.1784874876957972e-12,1.2182979244685803e-11,9.145905855494874e-11
sub-054,C3,4.206601351251848e-12,7.981176939018486e-13,1.0425276392390604e-11,8.552223234239485e-11
sub-054,C4,4.203439684370855e-12,7.828481859163463e-13,1.0702639928242127e-11,8.572520717242646e-11
sub-054,P3,1.2523268741528594e-11,1.154101334873331e-12,1.1658421797768784e-11,8.601431426040416e-11
sub-054,P4,1.2290569481460226e-11,1.0764602634745298e-12,1.0786406394606277e-11,8.584004319764194e-11
sub-054,O1,2.139628852767262e-12,4.239794060871986e-13,8.6922634611944e-12,8.780794527346306e-11
sub-054,O2,2.459309915510104e-11,1.5735046740157663e-12,1.2520704736799925e-11,8.728986037253289e-11
sub-054,F7,8.581369861395124e-12,1.5196516204749155e-12,1.2152663633726229e-11,9.467622056211586e-11
sub-054,F8,1.0222067927556079e-11,1.8167343542188111e-12,1.3695017036407432e-11,9.33981927933333e-11
sub-054,T3,8.525733721660338e-12,1.3482881830460996e-12,1.2102178277262108e-11,8.7514324382625e-11
sub-054,T4,6.464467280425286e-12,1.1444648635247941e-12,1.2376591797737697e-11,8.677580099209415e-11
sub-054,T5,2.551211293917609e-11,1.6416114709109592e-12,1.4531767473326987e-11,8.700818977681246e-11
sub-054,T6,1.8364096045133014e-11,1.296185320138714e-12,1.2718163772980293e-11,8.697292222309461e-11
sub-054,Fz,6.95320951282991e-12,1.0006945412231598e-12,1.1043287404787617e-11,8.676749088865092e-11
sub-054,Cz,3.970746396038282e-12,7.957963927313295e-13,1.007601820037322e-11,8.62756196589996e-11
sub-054,Pz,9.719624225426039e-12,1.1050072753969901e-12,1.040301165995293e-11,8.819192311364549e-11
sub-055,Fp1,4.422933282367403e-12,2.0391602117965468e-12,1.1055056188217863e-11,9.356059219150034e-11
sub-055,Fp2,4.260539038985895e-12,1.957740008796258e-12,1.0630295891558555e-11,9.167916720125337e-11
sub-055,F3,3.503338599564609e-12,1.4012930396158643e-12,9.910641098625646e-12,8.658952338595023e-11
sub-055,F4,3.426220045556174e-12,1.3210995836095513e-12,9.943910268714293e-12,8.715682604701183e-11
sub-055,C3,3.020235988054295e-12,1.1039825739508405e-12,9.172385147584672e-12,8.379021031972562e-11
sub-055,C4,3.044002085660316e-12,1.1105175401793771e-12,9.342704313469235e-12,8.320857302046419e-11
sub-055,P3,5.67768985862861e-12,1.548339015858644e-12,9.451433825202037e-12,8.364022249550074e-11
sub-055,P4,5.110847858642461e-12,1.304247451544976e-12,9.402961229917883e-12,8.359804772216567e-11
